,SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,June-September,Oct-Dec,Latitude,Longitude,flood,avgjune,sub
123,Madhya Maharashtra,1907,0.5,3.7,1.5,54.5,0.6,118.0,262.3,267.8,94.1,7.6,3.6,0.9,815.1,4.2,56.6,742.2,12.1,19.14486043,74.77204737,0,39.333333333333336,117.4
124,Madhya Maharashtra,1908,0.3,0.0,4.7,6.3,5.8,85.1,263.0,169.9,166.6,16.3,4.0,0.0,722.0,0.3,16.8,684.6,20.3,19.14486043,74.77204737,0,28.366666666666664,79.3
125,Madhya Maharashtra,1909,1.2,0.1,0.7,1.4,38.5,179.6,247.0,101.6,146.2,31.1,3.1,4.7,755.2,1.3,40.6,674.4,38.9,19.14486043,74.77204737,0,59.86666666666667,141.1
126,Madhya Maharashtra,1910,0.0,0.0,1.0,0.0,13.1,204.6,172.0,228.6,195.7,70.0,30.2,0.0,915.2,0.0,14.1,800.9,100.2,19.14486043,74.77204737,0,68.2,191.5
127,Madhya Maharashtra,1911,2.0,0.1,2.2,0.2,12.0,136.9,137.7,153.2,29.9,23.6,42.9,3.8,544.5,2.1,14.4,457.7,70.3,19.14486043,74.77204737,0,45.63333333333333,124.9
128,Madhya Maharashtra,1912,0.0,0.4,0.0,9.0,20.9,88.3,307.6,150.0,34.7,86.0,67.7,0.3,764.9,0.4,29.9,580.6,154.0,19.14486043,74.77204737,0,29.433333333333334,67.4
129,Madhya Maharashtra,1913,0.0,0.2,0.0,8.4,34.0,259.9,210.8,86.6,82.8,43.7,0.6,5.5,732.5,0.2,42.4,640.1,49.8,19.14486043,74.77204737,0,86.63333333333333,225.89999999999998
130,Madhya Maharashtra,1914,0.0,0.4,0.3,3.7,15.2,188.3,348.8,204.3,211.6,22.1,36.6,7.6,1038.9,0.4,19.2,953.0,66.3,19.14486043,74.77204737,0,62.76666666666667,173.10000000000002
131,Madhya Maharashtra,1915,8.6,6.6,13.9,21.9,12.1,195.2,225.4,80.0,228.5,76.8,20.9,18.0,907.9,15.2,47.9,729.1,115.7,19.14486043,74.77204737,0,65.06666666666666,183.1
132,Madhya Maharashtra,1916,0.0,0.2,0.4,4.9,55.2,144.8,257.6,185.9,217.5,136.8,69.1,0.1,1072.5,0.2,60.5,805.8,206.0,19.14486043,74.77204737,0,48.26666666666667,89.60000000000001
133,Madhya Maharashtra,1917,0.1,20.0,4.8,7.7,15.6,174.3,120.6,187.0,205.2,169.5,33.4,0.0,938.2,20.1,28.1,687.1,202.9,19.14486043,74.77204737,0,58.1,158.70000000000002
134,Madhya Maharashtra,1918,5.1,0.6,2.6,1.0,90.5,51.7,68.4,112.4,55.1,13.3,30.0,7.5,438.2,5.7,94.1,287.6,50.8,19.14486043,74.77204737,0,17.233333333333334,38.8
135,Madhya Maharashtra,1919,3.0,0.5,1.2,2.7,38.2,173.5,198.9,153.8,231.7,45.1,28.4,1.9,878.9,3.5,42.1,757.9,75.4,19.14486043,74.77204737,0,57.833333333333336,135.3
136,Madhya Maharashtra,1920,41.5,0.2,0.1,9.7,8.0,120.7,185.9,94.1,113.8,26.0,0.3,0.0,600.3,41.7,17.8,514.5,26.3,19.14486043,74.77204737,0,40.233333333333334,112.7
137,Madhya Maharashtra,1921,1.6,0.0,0.3,9.0,1.1,105.8,291.6,125.0,128.7,47.5,23.7,0.0,734.3,1.6,10.4,651.1,71.2,19.14486043,74.77204737,0,35.266666666666666,104.7
138,Madhya Maharashtra,1922,18.3,2.6,0.0,16.7,27.4,161.7,218.2,79.4,97.1,41.2,141.1,1.4,805.1,20.9,44.1,556.4,183.7,19.14486043,74.77204737,0,53.9,134.29999999999998
139,Madhya Maharashtra,1923,1.9,1.7,32.7,8.7,10.5,30.7,290.0,126.5,169.5,6.4,0.0,2.3,680.9,3.6,51.9,616.7,8.7,19.14486043,74.77204737,0,10.233333333333333,20.2
140,Madhya Maharashtra,1924,2.1,0.0,2.8,19.7,4.6,80.3,173.8,220.6,185.8,49.7,3.6,5.3,748.3,2.1,27.1,660.5,58.6,19.14486043,74.77204737,0,26.766666666666666,75.7
141,Madhya Maharashtra,1925,0.0,0.0,3.1,1.5,38.9,177.7,152.0,115.2,94.7,33.9,40.7,4.0,661.7,0.0,43.5,539.6,78.6,19.14486043,74.77204737,0,59.23333333333333,138.79999999999998
142,Madhya Maharashtra,1926,34.3,0.6,0.1,0.2,11.2,85.9,230.6,258.0,147.7,8.1,8.3,2.2,787.2,34.9,11.5,722.2,18.6,19.14486043,74.77204737,0,28.633333333333336,74.7
143,Madhya Maharashtra,1927,0.0,1.0,0.9,4.6,9.3,184.9,318.7,85.4,183.6,51.3,83.3,2.0,925.0,1.0,14.8,772.6,136.6,19.14486043,74.77204737,0,61.63333333333333,175.6
144,Madhya Maharashtra,1928,0.1,10.3,3.7,8.0,0.3,143.3,217.7,159.6,209.0,62.5,3.1,14.1,831.7,10.4,12.0,729.6,79.7,19.14486043,74.77204737,0,47.76666666666667,143.0
145,Madhya Maharashtra,1929,1.0,6.4,2.0,37.1,6.4,155.9,168.2,73.7,151.6,82.5,3.4,2.2,690.4,7.4,45.5,549.4,88.1,19.14486043,74.77204737,0,51.96666666666667,149.5
146,Madhya Maharashtra,1930,0.0,0.0,0.7,3.2,29.8,178.1,233.7,106.5,247.0,87.4,37.7,5.0,929.1,0.0,33.7,765.3,130.1,19.14486043,74.77204737,0,59.36666666666667,148.29999999999998
147,Madhya Maharashtra,1931,0.0,0.0,0.6,14.0,2.9,109.7,316.3,233.5,178.9,180.9,70.2,25.3,1132.3,0.0,17.5,838.4,276.4,19.14486043,74.77204737,0,36.56666666666667,106.8
148,Madhya Maharashtra,1932,0.0,0.5,8.6,22.3,27.3,67.3,351.7,221.3,162.8,148.4,30.8,4.0,1045.0,0.5,58.2,803.1,183.2,19.14486043,74.77204737,0,22.433333333333334,40.0
149,Madhya Maharashtra,1933,1.4,0.5,3.4,8.5,76.5,182.3,194.7,259.4,286.1,93.3,24.0,22.3,1152.4,1.9,88.4,922.5,139.6,19.14486043,74.77204737,0,60.76666666666667,105.80000000000001
150,Madhya Maharashtra,1934,3.7,0.0,1.9,7.3,8.0,138.2,217.0,222.3,136.8,41.2,82.0,0.0,858.4,3.7,17.2,714.3,123.2,19.14486043,74.77204737,0,46.06666666666666,130.2
151,Madhya Maharashtra,1935,2.5,0.0,0.0,3.7,1.4,149.6,208.6,195.5,126.7,119.4,7.7,3.9,819.0,2.5,5.1,680.4,131.0,19.14486043,74.77204737,0,49.86666666666667,148.2
152,Madhya Maharashtra,1936,1.3,6.2,4.3,3.8,21.1,169.2,113.9,106.3,161.5,17.2,130.4,0.3,735.5,7.5,29.2,550.9,147.9,19.14486043,74.77204737,0,56.4,148.1
153,Madhya Maharashtra,1937,0.0,2.0,2.0,47.7,4.7,146.7,319.4,63.6,219.9,96.1,1.3,11.0,914.4,2.0,54.4,749.6,108.4,19.14486043,74.77204737,0,48.9,142.0
154,Madhya Maharashtra,1938,0.6,1.0,23.5,12.2,50.4,239.9,286.6,169.4,191.5,141.3,7.6,2.3,1126.3,1.6,86.1,887.4,151.2,19.14486043,74.77204737,0,79.96666666666667,189.5
155,Madhya Maharashtra,1939,0.2,0.2,4.1,6.3,1.1,127.6,303.9,219.9,88.5,41.8,27.3,0.8,821.7,0.4,11.5,739.9,69.9,19.14486043,74.77204737,0,42.53333333333333,126.5
156,Madhya Maharashtra,1940,1.3,1.8,0.5,16.5,15.8,191.3,215.9,188.7,132.0,95.2,30.1,4.2,893.3,3.1,32.8,727.9,129.5,19.14486043,74.77204737,0,63.76666666666667,175.5
157,Madhya Maharashtra,1941,28.2,8.0,1.8,5.4,4.2,96.1,338.6,103.7,143.3,44.5,0.1,0.4,774.3,36.2,11.4,681.7,45.0,19.14486043,74.77204737,0,32.03333333333333,91.89999999999999
158,Madhya Maharashtra,1942,0.2,2.5,0.2,6.7,10.0,213.3,364.7,191.6,93.8,20.0,1.3,36.9,941.2,2.7,16.9,863.4,58.2,19.14486043,74.77204737,0,71.10000000000001,203.3
159,Madhya Maharashtra,1943,4.1,0.0,1.5,3.5,63.4,150.5,316.4,80.9,166.2,196.0,10.6,0.0,993.1,4.1,68.4,714.0,206.6,19.14486043,74.77204737,0,50.166666666666664,87.1
160,Madhya Maharashtra,1944,0.8,0.7,10.3,0.1,21.4,132.2,421.7,227.8,142.1,115.3,13.6,0.0,1086.0,1.5,31.8,923.8,128.9,19.14486043,74.77204737,0,44.06666666666666,110.79999999999998
161,Madhya Maharashtra,1945,4.2,0.0,0.0,9.8,5.2,125.6,263.7,209.0,132.4,37.1,6.3,0.0,793.3,4.2,15.0,730.7,43.4,19.14486043,74.77204737,0,41.86666666666667,120.39999999999999
162,Madhya Maharashtra,1946,0.0,2.9,0.0,22.0,34.3,138.4,288.5,255.9,170.3,23.1,152.8,15.4,1103.6,2.9,56.3,853.1,191.3,19.14486043,74.77204737,0,46.13333333333333,104.10000000000001
163,Madhya Maharashtra,1947,18.7,1.4,4.4,31.0,19.6,63.0,230.6,272.8,216.2,23.0,10.3,14.6,905.6,20.1,55.0,782.6,47.9,19.14486043,74.77204737,0,21.0,43.4
164,Madhya Maharashtra,1948,16.9,0.7,4.3,7.6,8.9,191.0,239.6,181.4,162.0,66.6,137.1,0.1,1016.2,17.6,20.8,774.0,203.8,19.14486043,74.77204737,0,63.666666666666664,182.1
165,Madhya Maharashtra,1949,0.0,0.0,2.0,4.8,58.4,102.0,201.3,174.0,323.1,82.2,5.7,0.0,953.5,0.0,65.2,800.4,87.9,19.14486043,74.77204737,0,34.0,43.6
166,Madhya Maharashtra,1950,0.0,0.2,1.5,5.9,23.2,59.5,400.2,102.9,248.8,87.3,2.2,0.8,932.5,0.2,30.6,811.4,90.3,19.14486043,74.77204737,0,19.833333333333332,36.3
167,Madhya Maharashtra,1951,0.1,0.0,0.5,9.3,29.5,150.1,250.2,136.3,71.7,128.9,20.1,0.0,796.7,0.1,39.3,608.3,149.0,19.14486043,74.77204737,0,50.03333333333333,120.6
168,Madhya Maharashtra,1952,0.0,1.9,0.0,8.9,18.9,131.2,268.8,139.1,57.1,56.7,0.0,0.8,683.4,1.9,27.8,596.2,57.5,19.14486043,74.77204737,0,43.73333333333333,112.29999999999998
169,Madhya Maharashtra,1953,1.2,0.0,0.1,24.5,2.0,186.3,216.5,220.2,126.8,116.1,0.0,0.0,893.7,1.2,26.6,749.8,116.1,19.14486043,74.77204737,0,62.1,184.3
170,Madhya Maharashtra,1954,2.0,0.4,16.0,6.0,15.8,158.5,305.3,171.7,263.0,30.1,0.0,16.2,985.0,2.4,37.8,898.5,46.3,19.14486043,74.77204737,0,52.833333333333336,142.7
171,Madhya Maharashtra,1955,3.2,0.0,6.8,12.2,25.8,140.9,149.6,254.3,218.9,159.0,10.4,0.0,981.1,3.2,44.8,763.7,169.4,19.14486043,74.77204737,0,46.96666666666667,115.10000000000001
172,Madhya Maharashtra,1956,1.5,0.2,1.1,11.3,91.2,111.0,360.5,252.0,165.8,148.0,90.1,1.1,1233.8,1.7,103.6,889.3,239.2,19.14486043,74.77204737,0,37.0,19.799999999999997
173,Madhya Maharashtra,1957,0.1,0.0,4.8,20.9,36.9,177.8,196.4,202.2,98.7,85.1,26.8,0.1,849.8,0.1,62.6,675.1,112.0,19.14486043,74.77204737,0,59.26666666666667,140.9
174,Madhya Maharashtra,1958,1.6,0.0,5.4,23.6,32.9,101.9,393.3,296.6,112.1,57.4,29.2,0.1,1054.1,1.6,61.9,903.9,86.7,19.14486043,74.77204737,0,33.96666666666667,69.0
175,Madhya Maharashtra,1959,2.4,0.0,0.0,16.8,39.3,174.7,344.3,199.0,202.7,84.7,54.9,0.1,1118.9,2.4,56.1,920.7,139.7,19.14486043,74.77204737,0,58.23333333333333,135.39999999999998
176,Madhya Maharashtra,1960,3.6,0.0,3.0,5.1,61.3,146.4,235.0,138.0,229.0,44.9,18.8,0.8,885.9,3.6,69.4,748.4,64.5,19.14486043,74.77204737,0,48.800000000000004,85.10000000000001
177,Madhya Maharashtra,1961,0.3,0.1,0.5,9.8,104.2,163.5,411.9,135.0,104.8,128.0,10.0,2.5,1070.6,0.4,114.5,815.2,140.5,19.14486043,74.77204737,0,54.5,59.3
178,Madhya Maharashtra,1962,0.2,0.1,6.7,12.9,57.2,46.8,287.5,164.0,199.9,51.9,23.0,48.8,899.0,0.3,76.8,698.2,123.7,19.14486043,74.77204737,0,15.6,10.400000000000006
179,Madhya Maharashtra,1963,0.8,4.3,14.0,12.0,23.3,138.6,252.3,268.7,72.7,93.5,19.1,0.6,899.9,5.1,49.3,732.3,113.2,19.14486043,74.77204737,0,46.199999999999996,115.3
180,Madhya Maharashtra,1964,0.0,0.0,4.1,6.2,7.0,139.8,238.9,242.3,223.1,60.0,23.3,0.9,945.6,0.0,17.3,844.1,84.2,19.14486043,74.77204737,0,46.6,132.8
181,Madhya Maharashtra,1965,5.8,0.2,0.3,10.2,12.3,82.9,380.7,200.3,54.8,10.0,4.6,28.5,790.6,6.0,22.8,718.7,43.1,19.14486043,74.77204737,0,27.633333333333336,70.60000000000001
182,Madhya Maharashtra,1966,1.9,0.5,1.4,2.1,81.5,83.8,315.0,94.0,149.0,14.5,82.6,11.2,837.5,2.4,85.0,641.8,108.3,19.14486043,74.77204737,0,27.933333333333334,2.299999999999997
183,Madhya Maharashtra,1967,0.0,0.1,4.7,13.3,7.8,130.4,367.4,139.0,146.7,43.1,2.1,58.6,913.2,0.1,25.8,783.5,103.8,19.14486043,74.77204737,0,43.46666666666667,122.60000000000001
184,Madhya Maharashtra,1968,1.6,3.6,9.4,11.2,2.5,95.4,238.9,213.3,172.1,60.6,15.1,0.3,824.0,5.2,23.1,719.7,76.0,19.14486043,74.77204737,0,31.8,92.9
185,Madhya Maharashtra,1969,0.2,0.0,1.4,5.8,4.0,140.1,307.1,248.3,234.0,20.1,22.3,0.9,984.2,0.2,11.2,929.5,43.3,19.14486043,74.77204737,0,46.699999999999996,136.1
186,Madhya Maharashtra,1970,1.0,0.0,0.6,17.9,39.1,195.4,200.1,254.9,161.3,70.9,0.0,0.0,941.2,1.0,57.6,811.7,70.9,19.14486043,74.77204737,0,65.13333333333334,156.3
187,Madhya Maharashtra,1971,0.0,0.0,0.1,3.8,43.3,155.6,124.9,204.0,185.6,56.0,0.0,0.0,773.3,0.0,47.2,670.1,56.0,19.14486043,74.77204737,0,51.86666666666667,112.3
188,Madhya Maharashtra,1972,0.0,0.2,0.0,4.0,13.8,90.4,195.1,99.3,88.1,7.3,21.6,0.1,519.9,0.2,17.8,472.9,29.0,19.14486043,74.77204737,0,30.133333333333336,76.60000000000001
189,Madhya Maharashtra,1973,0.0,3.0,1.8,3.2,10.1,124.7,312.0,243.9,172.8,104.8,3.9,0.4,980.6,3.0,15.1,853.4,109.1,19.14486043,74.77204737,0,41.56666666666667,114.60000000000001
190,Madhya Maharashtra,1974,0.0,0.1,2.5,14.6,60.9,77.5,217.9,184.7,201.5,152.0,0.1,0.0,911.8,0.1,78.0,681.6,152.1,19.14486043,74.77204737,0,25.833333333333332,16.6
191,Madhya Maharashtra,1975,0.4,1.1,0.1,1.0,15.4,165.6,228.0,223.2,242.8,158.3,4.8,0.0,1040.7,1.5,16.5,859.6,163.1,19.14486043,74.77204737,0,55.199999999999996,150.2
192,Madhya Maharashtra,1976,0.1,0.0,6.0,3.4,3.3,283.6,315.6,240.8,87.7,14.3,68.9,2.2,1025.9,0.1,12.7,927.7,85.4,19.14486043,74.77204737,0,94.53333333333335,280.3
193,Madhya Maharashtra,1977,0.0,0.1,7.1,9.9,31.3,209.0,262.5,150.4,94.6,64.4,112.1,5.7,947.1,0.1,48.3,716.5,182.2,19.14486043,74.77204737,0,69.66666666666667,177.7
194,Madhya Maharashtra,1978,0.7,10.8,4.6,22.2,33.1,174.2,179.6,211.8,124.1,57.0,63.5,2.1,883.7,11.5,59.9,689.7,122.6,19.14486043,74.77204737,0,58.06666666666666,141.1
195,Madhya Maharashtra,1979,3.5,1.8,5.3,1.0,7.1,129.7,194.5,299.0,249.9,46.0,88.4,0.5,1026.7,5.3,13.4,873.1,134.9,19.14486043,74.77204737,0,43.23333333333333,122.6
196,Madhya Maharashtra,1980,0.0,0.0,1.5,16.1,8.6,279.2,197.4,286.6,89.2,14.7,29.8,16.4,939.5,0.0,26.2,852.4,60.9,19.14486043,74.77204737,0,93.06666666666666,270.59999999999997
197,Madhya Maharashtra,1981,10.5,0.0,3.7,6.8,7.7,135.9,248.9,188.6,253.7,56.8,11.0,6.2,929.8,10.5,18.2,827.1,74.0,19.14486043,74.77204737,0,45.300000000000004,128.20000000000002
198,Madhya Maharashtra,1982,2.1,0.2,0.2,6.3,33.8,114.6,187.7,186.6,119.5,55.2,45.8,0.0,752.0,2.3,40.3,608.4,101.0,19.14486043,74.77204737,0,38.199999999999996,80.8
199,Madhya Maharashtra,1983,0.1,1.4,0.0,0.0,2.8,125.3,218.1,259.4,263.0,43.2,2.5,2.8,918.6,1.5,2.8,865.8,48.5,19.14486043,74.77204737,0,41.766666666666666,122.5
200,Madhya Maharashtra,1984,0.6,11.2,3.7,4.6,0.6,109.6,260.8,140.0,133.2,109.1,4.7,1.7,779.8,11.8,8.9,643.6,115.5,19.14486043,74.77204737,0,36.53333333333333,109.0
201,Madhya Maharashtra,1985,2.6,0.2,2.3,9.1,12.3,118.7,189.5,145.1,63.5,107.3,5.4,0.0,656.0,2.8,23.7,516.8,112.7,19.14486043,74.77204737,0,39.56666666666667,106.4
202,Madhya Maharashtra,1986,1.6,2.7,0.3,2.4,8.6,200.8,126.1,157.9,101.0,8.9,19.4,14.6,644.3,4.3,11.3,585.8,42.9,19.14486043,74.77204737,0,66.93333333333334,192.20000000000002
203,Madhya Maharashtra,1987,1.7,3.9,2.5,4.0,36.6,130.3,166.7,226.9,63.5,98.8,38.0,34.6,807.5,5.6,43.1,587.4,171.4,19.14486043,74.77204737,0,43.43333333333334,93.70000000000002
204,Madhya Maharashtra,1988,0.0,0.1,0.1,18.8,7.6,111.0,314.1,165.7,324.8,27.5,1.9,4.9,976.5,0.1,26.5,915.6,34.3,19.14486043,74.77204737,0,37.0,103.4
205,Madhya Maharashtra,1989,0.0,0.0,16.3,3.3,11.8,153.5,271.9,152.1,181.6,22.9,1.4,1.7,816.5,0.0,31.4,759.1,26.0,19.14486043,74.77204737,0,51.166666666666664,141.7
206,Madhya Maharashtra,1990,2.6,0.2,0.0,0.2,78.2,150.5,227.3,294.6,94.9,154.9,17.2,1.9,1022.5,2.8,78.4,767.3,174.0,19.14486043,74.77204737,0,50.166666666666664,72.3
207,Madhya Maharashtra,1991,0.0,0.1,0.3,12.2,19.2,293.8,318.1,143.9,67.3,21.0,4.7,0.1,880.7,0.1,31.7,823.1,25.8,19.14486043,74.77204737,0,97.93333333333334,274.6
208,Madhya Maharashtra,1992,0.0,0.0,0.0,2.1,5.1,146.9,190.6,248.6,132.1,55.6,10.1,0.0,791.1,0.0,7.2,718.2,65.7,19.14486043,74.77204737,0,48.96666666666667,141.8
209,Madhya Maharashtra,1993,0.0,0.1,3.0,5.7,11.5,147.6,289.2,162.4,162.6,192.8,10.7,34.3,1019.9,0.1,20.2,761.8,237.8,19.14486043,74.77204737,0,49.199999999999996,136.1
210,Madhya Maharashtra,1994,3.1,0.1,0.6,21.8,23.8,253.2,332.9,188.4,118.9,66.2,12.6,0.0,1021.6,3.2,46.2,893.4,78.8,19.14486043,74.77204737,0,84.39999999999999,229.39999999999998
211,Madhya Maharashtra,1995,20.0,0.2,5.4,6.7,24.0,63.6,253.1,82.7,194.3,121.5,4.9,0.0,776.4,20.2,36.1,593.7,126.4,19.14486043,74.77204737,0,21.2,39.6
212,Madhya Maharashtra,1996,0.1,0.0,0.1,4.1,5.7,162.3,281.0,184.1,161.4,171.3,4.8,0.4,975.3,0.1,9.9,788.8,176.5,19.14486043,74.77204737,0,54.1,156.60000000000002
213,Madhya Maharashtra,1997,3.3,0.0,2.4,15.3,6.5,180.2,239.9,295.5,91.7,57.7,68.8,39.6,1000.9,3.3,24.2,807.3,166.1,19.14486043,74.77204737,0,60.06666666666666,173.7
214,Madhya Maharashtra,1998,0.2,0.0,0.6,2.5,18.4,147.1,264.1,226.4,257.2,162.5,22.1,0.0,1101.1,0.2,21.5,894.8,184.6,19.14486043,74.77204737,0,49.03333333333333,128.7
215,Madhya Maharashtra,1999,0.0,6.7,0.0,0.1,39.2,225.3,262.5,85.4,169.0,177.6,0.0,0.0,965.8,6.7,39.3,742.2,177.6,19.14486043,74.77204737,0,75.10000000000001,186.10000000000002
216,Madhya Maharashtra,2000,0.4,1.1,0.2,1.7,18.5,173.0,198.7,159.6,87.0,56.5,2.7,2.1,701.5,1.5,20.4,618.3,61.3,19.14486043,74.77204737,0,57.666666666666664,154.5
217,Madhya Maharashtra,2001,4.4,0.0,0.3,4.7,8.4,157.9,179.3,160.9,137.3,125.5,5.7,0.5,784.9,4.4,13.4,635.4,131.7,19.14486043,74.77204737,0,52.63333333333333,149.5
218,Madhya Maharashtra,2002,1.7,3.1,1.0,13.0,14.4,251.9,95.6,221.5,95.8,36.3,5.9,0.0,740.2,4.8,28.4,664.8,42.2,19.14486043,74.77204737,0,83.96666666666667,237.5
219,Madhya Maharashtra,2003,0.8,2.2,1.5,5.7,15.1,210.8,208.7,178.4,116.2,29.5,3.5,0.1,772.5,3.0,22.3,714.1,33.1,19.14486043,74.77204737,0,70.26666666666667,195.70000000000002
220,Madhya Maharashtra,2004,0.1,0.1,0.0,4.7,49.0,215.9,174.2,354.1,181.2,42.1,8.0,0.1,1029.5,0.2,53.7,925.4,50.2,19.14486043,74.77204737,0,71.96666666666667,166.9
221,Madhya Maharashtra,2005,3.6,0.4,1.6,11.1,7.8,240.5,361.2,256.1,276.4,62.7,0.0,0.0,1221.4,4.0,20.5,1134.2,62.7,19.14486043,74.77204737,0,80.16666666666667,232.7
222,Madhya Maharashtra,2006,0.0,0.0,7.1,0.2,42.3,205.3,416.4,421.7,217.0,60.1,25.5,0.0,1395.6,0.0,49.6,1260.4,85.6,19.14486043,74.77204737,0,68.43333333333334,163.0
223,Madhya Maharashtra,2007,1.3,0.4,0.0,2.1,5.5,266.9,293.5,274.2,189.2,3.4,3.9,0.0,1040.4,1.7,7.6,1023.8,7.3,19.14486043,74.77204737,0,88.96666666666665,261.4
224,Madhya Maharashtra,2008,0.0,0.0,18.1,0.6,1.1,107.9,157.9,257.6,312.4,56.6,3.7,0.9,916.8,0.0,19.8,835.8,61.2,19.14486043,74.77204737,0,35.96666666666667,106.80000000000001
225,Madhya Maharashtra,2009,0.0,1.7,0.8,0.4,7.7,68.9,329.8,148.2,162.6,96.2,121.3,4.3,941.9,1.7,8.9,709.5,221.8,19.14486043,74.77204737,0,22.96666666666667,61.2
226,Madhya Maharashtra,2010,2.9,0.1,0.9,2.3,5.4,185.6,280.9,233.2,165.6,77.1,73.4,0.2,1027.6,3.0,8.6,865.3,150.7,19.14486043,74.77204737,0,61.86666666666667,180.2
227,Madhya Maharashtra,2011,0.0,0.3,0.3,5.0,2.9,133.3,261.4,238.1,148.4,62.8,0.0,0.0,852.5,0.3,8.2,781.2,62.8,19.14486043,74.77204737,0,44.43333333333334,130.4
228,Madhya Maharashtra,2012,0.0,0.0,0.0,3.0,1.4,67.9,203.0,187.8,129.5,95.2,2.2,0.0,690.0,0.0,4.4,588.2,97.4,19.14486043,74.77204737,0,22.633333333333336,66.5
229,Madhya Maharashtra,2013,0.1,5.3,0.8,5.7,6.0,212.4,311.8,147.0,210.3,57.8,4.0,1.3,962.5,5.4,12.5,881.5,63.1,19.14486043,74.77204737,0,70.8,206.4
230,Madhya Maharashtra,2014,3.1,6.2,24.4,7.5,29.8,44.0,277.9,240.3,120.4,38.5,32.8,13.1,838.0,9.3,61.7,682.6,84.4,19.14486043,74.77204737,0,14.666666666666666,14.2
231,Madhya Maharashtra,2015,1.4,0.8,41.2,9.6,24.4,177.0,111.7,67.2,146.6,48.3,16.2,0.1,644.5,2.2,75.2,502.5,64.6,19.14486043,74.77204737,0,59.0,152.6
232,Madhya Maharashtra,2016,0.0,0.7,7.1,1.4,7.7,100.7,319.6,232.7,171.9,62.4,1.1,0.9,906.2,0.7,16.2,824.9,64.4,19.14486043,74.77204737,0,33.56666666666667,93.0
233,Madhya Maharashtra,2017,0.0,0.0,0.4,0.8,18.0,189.2,280.9,192.0,190.1,112.8,5.0,5.1,994.3,0.0,19.2,852.2,122.9,19.14486043,74.77204737,0,63.06666666666666,171.2
234,Matathwada,1901,15.8,3.3,32.1,48.5,26.5,193.1,184.1,249.8,74.0,81.6,0.0,0.0,908.8,19.1,107.1,701.0,81.6,19.1033404,77.24397107,0,64.36666666666666,166.6
235,Matathwada,1902,1.3,0.0,0.4,7.2,0.8,52.4,120.9,85.2,273.3,61.3,84.4,56.9,744.1,1.3,8.4,531.8,202.6,19.1033404,77.24397107,0,17.466666666666665,51.6
236,Matathwada,1903,2.6,0.8,0.0,1.7,58.3,104.4,264.2,281.9,173.3,139.9,0.3,5.3,1032.7,3.4,60.0,823.8,145.5,19.1033404,77.24397107,0,34.800000000000004,46.10000000000001
237,Matathwada,1904,0.0,0.9,12.1,0.3,7.2,79.2,118.4,57.3,339.0,76.2,0.0,0.0,690.6,0.9,19.6,593.9,76.2,19.1033404,77.24397107,0,26.400000000000002,72.0
238,Matathwada,1905,1.3,2.0,0.0,6.6,4.8,84.6,94.8,137.6,157.8,15.4,0.9,0.0,505.8,3.3,11.4,474.8,16.3,19.1033404,77.24397107,0,28.2,79.8
239,Matathwada,1906,19.8,0.0,0.1,0.0,0.2,220.6,254.9,156.9,82.1,19.8,3.9,12.4,770.7,19.8,0.3,714.5,36.1,19.1033404,77.24397107,0,73.53333333333333,220.4
240,Matathwada,1907,1.0,6.6,1.1,61.3,0.0,90.4,198.9,155.2,34.7,5.0,0.0,3.7,557.9,7.6,62.4,479.2,8.7,19.1033404,77.24397107,0,30.133333333333336,90.4
241,Matathwada,1908,0.0,0.8,13.0,2.9,1.6,100.7,124.4,176.8,261.9,0.4,0.0,0.0,682.5,0.8,17.5,663.8,0.4,19.1033404,77.24397107,0,33.56666666666667,99.10000000000001
242,Matathwada,1909,5.5,1.6,8.4,4.2,22.2,217.2,194.3,173.8,223.5,21.4,0.4,20.3,892.8,7.1,34.8,808.8,42.1,19.1033404,77.24397107,0,72.39999999999999,195.0
243,Matathwada,1910,0.0,0.0,0.9,0.0,3.1,202.1,166.7,188.5,467.9,59.7,45.3,0.0,1134.2,0.0,4.0,1025.2,105.0,19.1033404,77.24397107,0,67.36666666666666,199.0
244,Matathwada,1911,6.4,0.0,0.0,0.0,3.0,85.5,231.9,175.0,68.6,0.2,41.8,0.0,612.4,6.4,3.0,561.0,42.0,19.1033404,77.24397107,0,28.5,82.5
245,Matathwada,1912,0.0,13.7,0.0,6.5,9.5,62.9,177.3,145.9,34.6,22.8,15.2,0.0,488.4,13.7,16.0,420.7,38.0,19.1033404,77.24397107,0,20.966666666666665,53.4
246,Matathwada,1913,0.0,3.4,0.0,15.1,38.6,173.0,245.9,80.1,63.7,21.0,0.0,15.9,656.7,3.4,53.7,562.7,36.9,19.1033404,77.24397107,0,57.666666666666664,134.4
247,Matathwada,1914,0.0,10.4,5.2,0.9,16.3,297.0,177.2,151.7,258.3,23.9,20.9,27.3,989.1,10.4,22.4,884.2,72.1,19.1033404,77.24397107,0,99.0,280.7
248,Matathwada,1915,28.0,2.6,55.9,18.9,11.5,207.8,146.8,96.1,299.1,99.7,10.1,25.1,1001.6,30.6,86.3,749.8,134.9,19.1033404,77.24397107,0,69.26666666666667,196.3
